股票代码,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,涨跌额,涨跌幅(%),成交量(手),成交额(千元),RSI_14,DIF,DEA,MACD,BOLL_MID,BOLL_STD,BOLL_UPPER,BOLL_LOWER,K,D,J
300750.SZ,2026-04-28,426.19,433.3,423.0,427.67,434.88,-7.21,-1.6579,350121.13,14992134.063,54.04399574944478,12.399814108553073,13.279533283205549,-1.7594383493049506,421.341,22.299544932811813,465.94008986562363,376.7419101343764,40.151597524460726,56.56747183707864,7.319848899224894
300750.SZ,2026-04-29,432.0,445.15,428.0,445.0,427.67,17.33,4.0522,376335.6,16473164.318,60.26934993784,12.522934330721966,13.128213492708833,-1.210558323973732,423.506,22.394030313549553,468.2940606270991,378.71793937290084,47.937862552873746,53.690935409010336,36.43171684060056
300750.SZ,2026-04-30,446.5,449.5,436.0,436.0,445.0,-9.0,-2.0225,298120.94,13127297.982,56.02480815891067,11.75873582295435,12.854317958757937,-2.1911642716071746,425.02049999999997,22.15007127824974,469.3206425564995,380.72035744350046,47.93105322667317,51.77097468156461,40.25121031689031
300750.SZ,2026-05-06,457.5,465.88,448.63,460.0,436.0,24.0,5.5046,473727.18,21679900.613,63.42257797926707,12.940532025438927,12.871560772094135,0.1379425066895834,427.962,22.71512146473927,473.3922429294785,382.53175707052145,60.71647329539405,54.752807552841084,72.64380478049999
300750.SZ,2026-05-07,468.75,468.75,447.0,451.64,460.0,-8.36,-1.8174,386212.74,17551196.925,59.65779466021229,13.05207569376222,12.907663756427752,0.28882387466893533,431.221,21.063023449687073,473.34704689937416,389.09495310062584,61.34467982898764,56.9500983115566,70.13384286384971
300750.SZ,2026-05-08,449.0,455.5,436.2,437.0,451.64,-14.64,-3.2415,366048.51,16224287.222,53.65161428277551,11.822862605482669,12.690703526238735,-1.7356818415121325,433.8415,17.99265121185702,469.826802423714,397.856197576286,51.096817518050045,54.99900471372108,43.29244312670798
300750.SZ,2026-05-11,440.0,450.51,435.1,446.11,437.0,9.11,2.0847,341901.01,15198345.088,56.58097735656184,11.451794087822236,12.442921638555436,-1.9822551014664,436.582,15.116224326686096,466.8144486533722,406.3495513466278,50.902432079428635,53.63348050229026,45.44033523370537
300750.SZ,2026-05-12,446.59,446.85,429.29,431.25,446.11,-14.86,-3.331,341514.97,14869224.128,50.9267921841619,9.845153008882278,11.923367912620805,-4.156429807477053,438.645,10.548137525796514,459.741275051593,417.54872494840697,39.94588368136772,49.07094822864941,21.69575458680434
300750.SZ,2026-05-13,431.01,436.58,427.08,434.05,431.25,2.8,0.6493,316858.23,13668347.814,51.90211738480684,8.697554978272592,11.278205325751163,-5.161300694957141,439.54749999999996,9.193901797556695,457.93530359511334,421.1596964048866,34.68159094240544,44.274495799901416,15.495781227413488
300750.SZ,2026-05-14,449.38,450.45,427.0,427.0,434.05,-7.05,-1.6242,347046.14,15157645.64,49.24806240397098,7.13692911408242,10.449950083417415,-6.626041938669989,439.541,9.203184174367411,457.9473683487348,421.1346316512652,23.121060628270293,37.22335074269104,-5.083519600571208
300750.SZ,2026-05-15,428.08,431.5,421.0,423.6,427.0,-3.4,-0.7963,297048.93,12638150.862,47.97395840882459,5.561658945681813,9.472291855870294,-7.821265820376961,439.18149999999997,9.690538128013575,458.5625762560271,419.80042374397283,17.229049144850368,30.558583543410812,-9.430019652270516
300750.SZ,2026-05-18,420.58,422.9,414.0,417.23,423.6,-6.37,-1.5038,284983.47,11894351.176,45.59400387992237,3.755944039434212,8.329022292583078,-9.146156506297732,438.49299999999994,10.735270986698643,459.96354197339724,417.02245802660264,13.452547222898733,24.85657143657345,-9.355501204450697
300750.SZ,2026-05-19,415.86,419.9,406.8,417.92,417.23,0.69,0.1654,260876.68,10805349.153,45.907042681652094,2.3534500924945405,7.133907852565371,-9.560915520141661,436.68999999999994,11.021652851496789,458.7333057029935,414.6466942970064,14.95168469689079,21.554942523345893,1.7451690439805816
300750.SZ,2026-05-20,417.0,422.99,412.66,414.75,417.92,-3.17,-0.7585,281190.31,11734883.868,44.63636591216629,0.9749326116444195,5.902112804381181,-9.854360385473523,435.2174999999999,11.897939173609364,459.01337834721863,411.4216216527812,15.409268237352236,19.506384428014673,7.215035856027363
300750.SZ,2026-05-21,419.87,427.62,411.42,411.63,414.75,-3.12,-0.7523,338671.72,14239107.293,43.36413348326068,-0.3651016837412726,4.64866990675669,-10.027543180995925,434.174,13.011868428475657,460.1977368569513,408.1502631430487,13.956213141991391,17.656327332673577,6.55598476062702
300750.SZ,2026-05-22,414.7,416.5,410.0,411.16,411.63,-0.47,-0.1142,277883.81,11472585.703,43.164546249237375,-1.4483182777472052,3.429272269855911,-9.755181095206233,432.35200000000003,13.572143917829584,459.4962878356592,405.2077121643409,12.63365717675334,15.98210394736683,5.936763635526361
300750.SZ,2026-05-25,411.28,414.5,400.0,402.88,411.16,-8.28,-2.0138,381977.1,15479408.962,39.6980669652033,-2.9410000163245513,2.1552178126198185,-10.19243565788874,430.6785,15.0376045387263,460.7537090774526,400.6032909225474,10.325312250640314,14.096506715124658,2.7829233216716247
300750.SZ,2026-05-26,406.19,408.77,400.36,402.5,402.88,-0.38,-0.0943,350627.03,14152427.064,39.54112164982237,-4.107277731548095,0.9027187037862359,-10.019992870668661,428.8585,16.151663194461854,461.1618263889237,396.55517361107627,8.535341962931007,12.242785131060106,1.1204556266728076
300750.SZ,2026-05-27,413.92,428.9,411.29,414.8,402.5,12.3,3.0559,533728.88,22373358.897,46.863884914113946,-3.9930249132013387,-0.07643001961127907,-7.833189787180119,427.3535,15.979690160686637,459.31288032137326,395.39411967862674,21.35160363666301,15.279057966261073,33.49669497746689
300750.SZ,2026-05-28,420.0,420.58,406.2,415.68,414.8,0.88,0.2122,327771.49,13502296.107,47.355169215227754,-3.7878066092179665,-0.8187053375326167,-5.9382025433707,426.3935,16.080144433429915,458.55378886685986,394.2332111331402,32.319754212215955,20.959290048246032,55.0406825401558
300750.SZ,2026-05-29,423.0,430.86,416.55,424.0,415.68,8.32,2.0015,498118.91,21139031.904,51.88468481993306,-2.9201534467327406,-1.2389949593726415,-3.362316974720198,426.21000000000004,16.085750150201388,458.3815003004028,394.03849969959725,47.470028407625485,29.79620283470585,82.81767955346476
300750.SZ,2026-06-01,432.1,438.24,418.18,420.1,424.0,-3.9,-0.9198,386004.52,16554495.936,49.724969468218845,-2.5182012146235024,-1.494836210422814,-2.046730008401377,424.965,15.508135895307875,455.9812717906157,393.9487282093842,49.16760610717572,36.25333725886247,74.99614380380223
300750.SZ,2026-06-02,425.0,437.75,423.0,433.89,420.1,13.79,3.2826,387981.6,16719046.201,56.60350970668132,-1.0745269448555632,-1.4107743573093638,0.6724948249076013,424.8595,15.436124914251936,455.7317498285039,393.98725017149616,62.31989640059969,44.94219030610821,97.07530858958263
300750.SZ,2026-06-03,437.0,437.0,420.1,426.42,433.89,-7.47,-1.7216,385526.08,16460790.913,52.419632498088006,-0.5270952298538418,-1.2340385318182596,1.4138866039288356,423.18050000000005,13.055357228677837,449.29121445735575,397.06978554264435,64.5765836533984,51.48698808853827,90.75577478311865
300750.SZ,2026-06-04,426.42,426.9,407.18,408.2,426.42,-18.22,-4.2728,431154.62,17788218.035,43.896850408261585,-1.5456362482444774,-1.2963580751035033,-0.4985563462819482,421.0085,11.604276106131735,444.2170522122635,397.7999477877365,50.198893983716076,51.057623386930864,48.481435177286514
300750.SZ,2026-06-05,407.89,412.65,402.7,403.0,408.2,-5.2,-1.2739,287389.3,11711423.57,41.80763753047124,-2.7408391971460446,-1.5852542995120118,-2.3111697952680657,419.3085,11.62869240737049,442.56588481474097,396.051115185259,35.78905498245625,45.96810058543932,15.430963776490103
300750.SZ,2026-06-08,395.8,402.68,390.7,393.02,403.0,-9.98,-2.4764,286526.36,11335280.87,38.06335760471721,-4.442142485349336,-2.1566319366794766,-4.571021097339719,416.654,11.241700283459476,439.1374005669189,394.17059943308107,25.48607031083957,39.14075716057273,-1.823303388626755
300750.SZ,2026-06-09,399.99,401.87,388.0,399.5,393.02,6.48,1.6488,277351.47,10926469.6166,41.71350000700558,-5.207526628695462,-2.766810875082674,-4.881431507225575,415.0665,11.313601629988627,437.69370325997727,392.43929674002277,24.62075600340472,34.30075677485006,5.260754460514036
300750.SZ,2026-06-10,395.28,399.0,385.12,388.5,399.5,-11.0,-2.7534,244357.15,9535581.22717,37.65650459193944,-6.625334414750796,-3.5385155830162986,-6.173637663468995,412.78899999999993,11.862412065005055,436.51382413001005,389.0641758699898,18.53482127134611,29.04544494034874,-2.486426066659149
300750.SZ,2026-06-11,386.98,391.34,380.03,382.2,388.5,-6.3,-1.6216,268654.47,10301875.9156,35.525424789731815,-8.163214196819695,-4.463455305776978,-7.399517782085434,410.549,13.192904751776721,436.9348095035534,384.16319049644653,13.599174783313954,23.896688221337143,-6.995852092732427
300750.SZ,2026-06-12,389.99,399.54,383.3,394.85,382.2,12.65,3.3098,414208.38,16278999.8834,42.55525266027347,-8.265960872835876,-5.223956419188758,-6.084008907294237,409.11150000000004,13.26214211283504,435.63578422567014,382.58721577432993,17.624675080767886,21.806017174480722,9.261990893342215
300750.SZ,2026-06-15,402.0,407.9,393.41,398.1,394.85,3.25,0.8231,340748.82,13613555.7012,44.237447760506264,-7.993002161762149,-5.777765567703437,-4.430473188117425,408.155,13.33544761745459,434.8258952349091,381.4841047650908,22.32259948922062,21.97821127939402,23.011375908873823
300750.SZ,2026-06-16,408.88,409.02,398.5,403.53,398.1,5.43,1.364,348392.62,14107808.7348,47.028509144948316,-7.254894884860903,-6.07319143113493,-2.363406907451946,407.4355,13.168005273947832,433.7715105478957,381.0994894521043,31.594626812598968,25.183683123795667,44.416514190205575
300750.SZ,2026-06-17,400.0,403.3,395.58,399.0,403.53,-4.53,-1.1226,250092.64,9965557.90566,45.00470839331884,-6.95529636438431,-6.249612417784807,-1.4113678931990066,406.648,13.178498277197097,433.0049965543942,380.29100344560584,40.44792002098875,30.271762089526693,60.800235883912855
300750.SZ,2026-06-18,400.39,409.89,389.92,391.55,399.0,-7.45,-1.8672,385481.05,15327443.707,41.81752113390107,-7.235607536496559,-6.446811441527157,-1.5775921899388035,405.64399999999995,13.5389350432464,432.72187008649274,378.56612991350715,39.82529340983982,33.456272529631065,52.563335170257346
300750.SZ,2026-06-22,393.0,413.33,386.0,408.98,391.55,17.43,4.4515,594648.44,23926025.746,50.62725346727315,-5.982340135313848,-6.353917180284496,0.7431540899412958,405.53499999999997,13.500911275285837,432.5368225505716,378.5331774494283,55.5291745855389,40.813906548267006,84.95971066008268
300750.SZ,2026-06-23,411.0,414.04,390.73,392.51,408.98,-16.47,-4.0271,373740.94,14957779.3941,43.86799338216341,-6.24610681375691,-6.332355106978979,0.17249658644413834,405.0165,13.803970166890531,432.6244403337811,377.40855966621893,49.25114628352794,43.62631979335398,60.50079926387586
300750.SZ,2026-06-24,392.0,399.27,386.66,395.36,392.51,2.85,0.7261,344270.57,13521407.6757,45.2306557905427,-6.154230487024165,-6.296730182988017,0.2849993919277036,404.6595,13.963879145475898,432.58725829095175,376.7317417090482,47.85909017157279,45.03724325276025,53.50278400919785
300750.SZ,2026-06-25,399.88,402.55,392.58,401.9,395.36,6.54,1.6542,324046.38,12900279.0381,48.33043044408676,-5.490404527481189,-6.135465051886651,1.2901210488109243,404.01450000000006,13.76737771728915,431.54925543457836,376.47974456542175,52.07522081704935,47.38323577418994,61.45919090276817
300750.SZ,2026-06-26,401.0,409.81,381.0,381.0,401.9,-20.9,-5.2003,465253.03,18133875.4675,40.4513000639962,-6.574980718409279,-6.223368185191177,-0.7032250664362039,402.2805,14.390642601137348,431.06178520227473,373.4992147977253,34.716813878032895,43.16109514213759,17.828251349823503
300750.SZ,2026-06-29,386.96,396.0,378.2,392.36,381.0,11.36,2.9816,425259.08,16529881.6525,45.638857609327175,-6.443580517929433,-6.267410651738828,-0.3523397323812105,400.6985,13.594399882226535,427.8872997644531,373.509700235547,36.31418544249813,40.878791908924434,27.18497250964552
300750.SZ,2026-06-30,392.49,402.36,390.0,393.01,392.36,0.65,0.1657,270383.46,10665434.439,45.92910871310724,-6.215348674044321,-6.256998256199927,0.08329916431121198,399.344,12.89093496262057,425.12586992524115,373.56213007475884,37.983638509284454,39.913740775711105,34.12343397643116
300750.SZ,2026-07-01,390.0,391.0,370.0,383.84,393.01,-9.17,-2.3333,440885.79,16758898.184,42.48291066707573,-6.69721433853266,-6.345041472666474,-0.7043457317323725,396.8415,10.460566692407486,417.762633384815,375.920366615185,35.79775113455776,38.54174422865999,30.309764946353297
300750.SZ,2026-07-02,387.68,390.99,380.39,382.35,383.84,-1.49,-0.3882,340754.35,13139767.2594,41.932352689154385,-7.117283285484689,-6.499489835230118,-1.2355869005091424,394.63800000000003,8.32577898994829,411.2895579798966,377.9864420201035,33.21273024471578,36.76540623401191,26.10737826612352
300750.SZ,2026-07-03,381.96,387.95,379.0,380.0,382.35,-2.35,-0.6146,258849.4,9910832.54224,41.029226568290824,-7.5527528788461495,-6.710142443953324,-1.6852208697856508,393.22799999999995,8.295955006729246,409.81991001345847,376.63608998654144,29.71069694182989,34.413836469951235,20.3044178855872
