交易日期,收盘价,上轨(前20日高),下轨(前10日低),ATR,信号(1买/-1卖/0无),持仓(1/0),退出原因,策略日收益率,累计收益率,策略净值,回撤幅度
2025-08-26,289.5,293.88,257.72,7.389100065502302,0,0,,0.0,0.0,100000.0,0.0
2025-08-27,278.3,293.88,264.51,7.587145062227188,0,0,,0.0,0.0,100000.0,0.0
2025-08-28,277.41,293.88,272.05,7.521287809115828,0,0,,0.0,0.0,100000.0,0.0
2025-08-29,306.18,293.88,272.05,9.107723418660036,1,1,,0.0,0.0,100000.0,0.0
2025-09-01,304.0,316.66,272.05,9.032337247727032,0,1,,-0.0023761999999999395,-0.0023761999999999395,99762.38,-0.0023761999999999533
2025-09-02,302.87,316.66,272.05,9.184220385340682,0,1,,-0.0012346337366850868,-0.003607899999999886,99639.21,-0.003607899999999936
2025-09-03,309.0,316.66,272.05,9.164009366073646,0,1,,0.0067058941956685825,0.0030738000000001264,100307.38,0.0
2025-09-04,304.03,316.66,272.72,9.840808897769962,0,1,,-0.005400699330398329,-0.002343499999999943,99765.65,-0.005400699330398326
2025-09-05,325.11,323.33,272.72,10.613268452881465,0,1,,0.02303117355522666,0.020633700000000088,102063.37,0.0
2025-09-08,325.37,325.11,272.72,10.79010503023739,0,1,,0.000277670627572002,0.020917100000000133,102091.71,0.0
2025-09-09,320.0,337.65,272.72,11.121599778725518,0,1,,-0.005733374433634197,0.015063800000000072,101506.38,-0.005733374433634246
2025-09-10,316.04,337.65,272.72,11.015519789789241,0,1,,-0.004252343547272552,0.010747400000000074,101074.74,-0.009961337703129873
2025-09-11,322.55,337.65,272.72,11.16174380029978,0,1,,0.0070204484325164795,0.01784330000000023,101784.33000000002,-0.003010822328277096
2025-09-12,325.0,337.65,277.95,10.98865661028479,0,1,,0.0026236848049201456,0.020513800000000026,102051.38,-0.00039503697214986156
2025-09-15,354.7,337.65,299.03,12.76522377977055,0,1,,0.03172225598517131,0.05288680000000001,105288.68,0.0
2025-09-16,353.42,371.52,299.03,12.651962590782022,0,1,,-0.0013251187117170327,0.05149160000000008,105149.16,-0.0013251187117170576
2025-09-17,377.1,371.52,299.82,13.442364461242919,0,1,,0.024547224152813074,0.07730280000000023,107730.28,0.0
2025-09-18,366.89,381.88,299.82,13.730246238180772,0,1,,-0.0103303360949214,0.06617390000000034,106617.39000000001,-0.010330336094921361
2025-09-19,368.49,381.88,299.82,13.743233926271731,0,1,,0.0016357556680011154,0.06791790000000009,106791.79000000001,-0.008711478332739789
2025-09-22,370.05,381.88,309.04,13.553072229958147,0,1,,0.0015922572325082207,0.06961830000000013,106961.83000000002,-0.0071330920146126285
2025-09-23,368.15,381.88,309.04,13.723418618460238,0,1,,-0.0019362047190105702,0.06754729999999998,106754.73000000001,-0.009055485607203364
2025-09-24,379.93,381.88,309.04,13.734247687537225,0,1,,0.012027757458615618,0.08038749999999983,108038.75,0.0
2025-09-25,392.85,381.88,309.04,14.353535303160362,0,1,,0.013034952736865169,0.09447029999999979,109447.03,0.0
2025-09-26,380.4,402.59,322.2,14.635358538002343,0,1,,-0.012399148702344709,0.08089979999999986,108089.98000000001,-0.012399148702344763
2025-09-29,397.37,402.59,344.02,14.878090611102227,0,1,,0.017112872071953333,0.0993970999999998,109939.71,0.0
2025-09-30,402.0,402.59,348.5,14.778186080547115,0,1,,0.004590425061153924,0.10444379999999964,110444.38,0.0
2025-10-09,409.89,408.88,354.0,15.27027677651976,0,1,,0.0077868154088058805,0.11304389999999986,111304.39000000001,0.0
2025-10-10,381.95,424.36,360.0,16.050762937693772,0,1,,-0.02736154432004001,0.08258929999999975,108258.93,-0.02736154432004003
2025-10-13,374.5,424.36,360.0,16.335224790809082,0,1,,-0.007500997839162027,0.07446879999999978,107446.88,-0.03465730327438126
2025-10-14,358.0,424.36,360.0,17.019963551268628,-1,0,channel_exit,-0.016738503714579744,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-15,369.3,424.36,355.77,16.916465373705194,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-16,368.5,424.36,354.76,16.54064210501993,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-17,358.14,424.36,354.76,16.61410999976893,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-20,366.5,424.36,354.76,16.320904499780486,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-21,375.9,424.36,354.76,16.417359274791462,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-22,372.86,424.36,354.76,16.130491311051887,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-23,376.45,424.36,354.76,15.813966745499293,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-24,385.77,424.36,354.76,15.59076840822433,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-27,386.18,424.36,354.76,15.632729987813113,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-28,386.48,424.36,354.76,15.390093488422458,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-29,400.0,424.36,354.76,15.387588814001337,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-30,398.29,424.36,356.99,15.23070937330127,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-10-31,388.77,424.36,356.99,15.399173904636207,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-11-03,386.86,424.36,359.53,15.436215209404399,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-11-04,378.95,424.36,363.1,15.307404448934179,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-11-05,388.7,424.36,368.2,15.592034226487469,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-11-06,394.68,424.36,369.0,15.351932515163096,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-11-07,395.37,409.08,372.0,15.01583588940494,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-11-10,384.51,409.08,372.0,15.114544094934693,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-11-11,385.6,409.08,372.0,14.872316890187957,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-11-12,386.38,409.08,372.0,14.579201045678557,0,0,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-11-13,415.6,409.08,372.0,15.66274099339463,1,1,,0.0,0.05648379999999964,105648.38,-0.05081569558936542
2025-11-14,404.12,421.3,372.0,15.465603943724899,0,1,,-0.007280376660768528,0.04879219999999962,104879.22,-0.057726114845964405
2025-11-17,390.78,421.3,372.0,15.773323746538654,-1,0,stop_loss,-0.012677890750092069,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-11-18,385.0,421.3,372.0,15.866157559211722,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-11-19,391.1,421.3,372.0,15.746849681251136,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-11-20,379.39,421.3,381.0,15.85900719718858,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-11-21,370.0,421.3,377.01,15.71605683732915,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-11-24,370.55,421.3,370.0,15.31625399546269,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-11-25,372.36,421.3,367.18,15.005941295689555,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-11-26,372.82,421.3,367.18,14.527144230905076,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-11-27,371.2,421.3,367.18,14.244787019359821,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-11-28,373.2,421.3,367.18,13.99854766839183,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-01,382.97,421.3,366.16,13.78712028497224,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-02,380.08,421.3,366.16,13.47676427072363,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-03,376.08,421.3,366.16,13.221426057187447,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-04,383.35,421.3,366.16,12.982854754328077,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-05,389.09,421.3,366.16,12.699212016611673,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-08,392.5,421.3,366.16,12.558251415781088,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-09,387.59,421.3,366.16,12.255338844992034,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-10,382.38,421.3,366.16,12.179571902742433,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-11,388.99,421.3,366.16,12.394593307605312,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-12,391.8,414.6,366.16,12.169363642225045,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-15,385.5,398.86,374.03,12.048895460113796,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-16,378.41,398.86,375.0,11.998950687108106,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-17,383.42,398.86,375.0,11.871003152752701,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-18,372.0,398.86,375.06,11.947952995115067,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-19,374.0,398.86,370.01,11.694555345359312,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-22,371.84,398.86,370.01,11.604327578091345,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-23,378.1,398.86,368.1,11.469111199186777,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-24,375.6,398.86,368.1,11.200655639227438,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-25,373.01,398.86,368.1,10.964622857266066,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-26,374.43,398.86,368.1,10.811391714402761,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-29,369.31,398.86,368.1,10.592322128682623,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-30,369.2,398.86,368.0,10.284706022248491,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2025-12-31,367.26,398.86,366.56,10.012970721136067,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-05,377.5,398.86,366.56,10.049322185079264,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-06,373.99,398.86,366.56,10.1198560758253,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-07,371.01,398.86,366.56,9.963363272034035,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-08,369.21,398.86,366.56,9.781695108432332,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-09,369.23,398.86,366.56,9.823610353010716,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-12,361.68,398.86,366.56,10.21092983536018,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-13,359.0,394.97,351.66,10.23888334359217,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-14,353.98,394.97,351.66,10.202439176412563,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-15,353.75,389.08,351.66,10.016317217591933,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-16,352.32,384.5,351.66,10.026001356712337,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-19,348.9,380.95,351.51,10.025201288876719,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-20,349.6,380.5,345.33,9.974441224432885,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-21,349.81,380.5,345.33,9.91021916321124,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-22,345.8,380.5,345.33,10.126208205050679,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-23,347.0,380.5,339.5,9.957397794798144,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-26,342.05,380.5,339.5,10.026527905058238,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-27,339.4,380.5,339.5,10.069201509805325,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-28,339.99,380.5,334.02,10.115241434315058,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-29,341.89,380.5,333.01,9.959479362599305,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-01-30,350.0,380.5,333.01,10.05500539446934,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-02-02,348.98,380.5,333.01,10.245255124745874,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-02-03,347.91,380.5,333.01,10.197992368508581,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-02-04,365.03,377.63,333.01,10.645092750083151,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-02-05,362.94,377.63,333.01,10.649338112578993,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-02-06,369.11,377.63,333.01,10.860371206950044,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-02-09,368.82,372.88,333.01,10.81235264660254,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-02-10,364.97,372.88,333.01,10.611735014272412,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-02-11,368.0,372.88,333.01,10.405648263558792,0,0,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-02-12,375.87,372.88,338.16,10.379365850380852,1,1,,0.0,0.03549572706885096,103549.57270688513,-0.0696721602186121
2026-02-13,365.34,377.88,343.5,10.45989755786181,0,1,,-0.01006735202037845,0.025071027068851004,102507.10270688514,-0.07903809807604958
2026-02-24,361.95,377.88,343.5,10.51440267996872,0,1,,-0.0032740170304069727,0.02171492706885081,102171.49270688512,-0.08205334302730456
2026-02-25,362.18,377.88,343.5,10.313682545970284,0,1,,0.00022286059836029715,0.021942627068850973,102194.26270688514,-0.08184876888606882
2026-02-26,346.0,377.88,347.51,10.73199841867177,-1,0,stop_loss,-0.006847785969967823,0.014944582685096908,101494.45826850973,-0.0881360720047995
2026-02-27,342.01,377.88,343.5,10.541898497738181,0,0,,0.0,0.014944582685096908,101494.45826850973,-0.0881360720047995
2026-03-02,340.22,377.88,342.01,10.42580357285127,0,0,,0.0,0.014944582685096908,101494.45826850973,-0.0881360720047995
2026-03-03,344.07,377.88,336.68,10.611013394208706,0,0,,0.0,0.014944582685096908,101494.45826850973,-0.0881360720047995
2026-03-04,338.9,377.88,336.68,10.573962724498271,0,0,,0.0,0.014944582685096908,101494.45826850973,-0.0881360720047995
2026-03-05,350.25,377.88,334.2,10.792764588273359,0,0,,0.0,0.014944582685096908,101494.45826850973,-0.0881360720047995
2026-03-06,354.77,377.88,334.2,10.871126358859689,0,0,,0.0,0.014944582685096908,101494.45826850973,-0.0881360720047995
2026-03-09,357.5,377.88,334.2,11.067070040916706,0,0,,0.0,0.014944582685096908,101494.45826850973,-0.0881360720047995
2026-03-10,376.3,377.88,334.2,11.627216538870869,0,0,,0.0,0.014944582685096908,101494.45826850973,-0.0881360720047995
2026-03-11,396.8,379.77,334.2,12.408355711927324,1,1,,0.0,0.014944582685096908,101494.45826850973,-0.0881360720047995
2026-03-12,395.5,403.55,334.2,12.197937926330956,0,1,,-0.0010374950691536267,0.013891582685096937,101389.15826850972,-0.08908212633383364
2026-03-13,397.0,403.55,334.2,12.097541030014408,0,1,,0.0011983529804857618,0.015106582685097125,101510.65826850972,-0.08799052518494813
2026-03-16,408.4,403.99,334.2,12.301163978513689,0,1,,0.00909658173585548,0.02434058268509709,102434.05826850972,-0.07969435645341837
2026-03-17,405.0,413.17,334.2,12.458105779588003,0,1,,-0.002688558909558103,0.021586582685097166,102158.65826850972,-0.08216865239089212
2026-03-18,402.02,420.0,334.2,12.296700490608604,0,1,,-0.002362795323383904,0.019172782685097145,101917.27826850972,-0.08433730000667802
2026-03-19,400.5,420.0,342.66,12.381865466078173,0,1,,-0.0012080385396049387,0.017941582685097046,101794.15826850972,-0.08544345583754863
2026-03-20,413.0,420.0,344.66,12.860272192774262,0,1,,0.009946543271464048,0.028066582685096986,102806.65826850972,-0.07634677959683611
2026-03-23,401.99,422.08,345.06,13.14775858313555,0,1,,-0.008674632703951635,0.019148482685096946,101914.84826850973,-0.08435913202965567
2026-03-24,396.99,422.08,366.5,13.68537065397877,0,1,,-0.00397390573484413,0.015098482685096837,101509.84826850973,-0.08799780252594068
2026-03-25,397.81,422.08,378.98,13.636102121279832,0,1,,0.0006543207494933423,0.01576268268509695,101576.26826850972,-0.08740106056454995
2026-03-26,402.5,422.08,387.8,14.040297015215842,0,1,,0.003739948380420799,0.019561582685097,101956.15826850972,-0.08398798763903463
2026-03-27,416.18,422.08,387.8,14.168282164455048,0,1,,0.010868200791577243,0.030642382685097003,103064.23826850973,-0.07403258516119883
2026-03-30,413.0,422.08,387.8,14.122368056232295,0,1,,-0.002499218005463155,0.028066582685096986,102806.65826850972,-0.07634677959683611
2026-03-31,401.7,422.08,387.8,14.18474965342068,0,1,,-0.008903119850559027,0.01891358268509702,101891.35826850972,-0.08457017491844025
2026-04-01,405.71,422.08,387.8,14.169012170749646,0,1,,0.003187807145960786,0.022161682685096995,102216.16826850972,-0.0816519611804197
2026-04-02,401.17,422.08,387.8,14.200061562212165,0,1,,-0.003597669588180863,0.018484282685097053,101848.42826850973,-0.0849558739910464
2026-04-03,386.46,422.08,387.8,14.292058484101556,-1,0,channel_exit,-0.01169885505605206,0.006569182685096875,100656.91826850972,-0.09566084259111697
2026-04-07,384.59,422.08,385.13,14.162955559896476,0,0,,0.0,0.006569182685096875,100656.91826850972,-0.09566084259111697
2026-04-08,391.3,422.08,381.49,14.107807781901652,0,0,,0.0,0.006569182685096875,100656.91826850972,-0.09566084259111697
2026-04-09,389.99,422.08,381.49,13.783417392806566,0,0,,0.0,0.006569182685096875,100656.91826850972,-0.09566084259111697
2026-04-10,416.0,422.08,381.49,14.544746523166237,0,0,,0.0,0.006569182685096875,100656.91826850972,-0.09566084259111697
2026-04-13,427.13,422.08,381.49,14.684009197007924,1,1,,0.0,0.006569182685096875,100656.91826850972,-0.09566084259111697
2026-04-14,430.79,433.33,381.49,14.85430873715753,0,1,,0.0024725573192703187,0.009057982685096944,100905.79826850972,-0.09342481218836282
2026-04-15,431.0,433.33,381.49,14.731093300299651,0,1,,0.00014151813121787704,0.009200782685097053,100920.07826850972,-0.09329651536197531
2026-04-16,453.98,439.46,381.49,15.444538635284669,0,1,,0.015483935672764959,0.024827182685097204,102482.71826850972,-0.07925717693156839
2026-04-17,444.2,460.0,381.49,15.503811703520435,0,1,,-0.0064892892307713,0.018176782685097148,101817.67826850971,-0.08523214341761631
2026-04-20,432.5,460.0,381.49,15.638121118344413,0,1,,-0.007813967216006135,0.010220782685097296,101022.07826850972,-0.09238010945920723
2026-04-21,447.6,460.0,381.49,16.10771506242719,0,1,,0.010164114791529455,0.020488782685097462,102048.87826850972,-0.08315495670467524
2026-04-22,436.35,460.0,386.66,16.04432930930583,0,1,,-0.007496407731079069,0.012838782685097527,101283.87826850972,-0.09002800097543581
2026-04-23,438.9,460.0,386.66,15.672112843840539,0,1,,0.0017120197504709722,0.01457278268509743,101457.27826850972,-0.08847011094073014
2026-04-24,444.9,460.0,392.68,15.411007201648511,0,1,,0.004021397054632336,0.018652782685097513,101865.27826850972,-0.08480448732965783
2026-04-27,434.88,460.0,414.4,15.388456841566084,0,1,,-0.0066888346213906935,0.011839182685097427,101183.91826850972,-0.09092607876014858
2026-04-28,427.67,460.0,414.4,15.213033999487779,0,1,,-0.004845434021431672,0.006936382685097442,100693.63826850972,-0.09533093646612045
2026-04-29,445.0,460.0,423.0,15.326382299513387,0,1,,0.011703221973741407,0.01872078268509747,101872.07826850972,-0.0847433936028066
2026-04-30,436.0,460.0,423.0,15.235063184537717,0,1,,-0.006007534256706859,0.012600782685097567,101260.07826850972,-0.09024182901941505
2026-05-06,460.0,460.0,423.0,15.96731002531083,0,1,,0.016116914265782434,0.028920782685097457,102892.07826850972,-0.07557933457512585
2026-05-07,451.64,465.88,423.0,16.25644452404529,0,1,,-0.0055250123193787415,0.02323598268509741,102323.59826850973,-0.08068677013988655
2026-05-08,437.0,468.75,423.0,16.408622297843024,0,1,,-0.009729134010589058,0.013280782685097359,101328.07826850972,-0.089630891750903
2026-05-11,446.11,468.75,423.0,16.35869118295087,0,1,,0.006113606520380621,0.019475582685097415,101947.55826850972,-0.08406525323475826
2026-05-12,431.25,468.75,423.0,16.418756623803326,0,1,,-0.00991176264701299,0.0093707826850975,100937.07826850972,-0.09314378104484729
2026-05-13,434.05,468.75,423.0,16.07281879261316,0,1,,0.0018863236708070996,0.011274782685097406,101127.47826850973,-0.09143315669301347
2026-05-14,427.0,468.75,423.0,16.4416778529825,0,1,,-0.004740551314125763,0.0064807826850972194,100648.07826850972,-0.09574026443602351
2026-05-15,423.6,468.75,423.0,16.144593960333374,0,1,,-0.002297112910424337,0.00416878268509735,100416.87826850972,-0.09781745114896445
2026-05-18,417.23,468.75,421.0,15.817364262316707,-1,0,channel_exit,-0.004313617466196851,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-05-19,417.92,468.75,414.0,15.681496049200868,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-05-20,414.75,468.75,406.8,15.413921246740824,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-05-21,411.63,468.75,406.8,15.453225184403781,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-05-22,411.16,468.75,406.8,15.00556392518359,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-05-25,402.88,468.75,406.8,14.980285728924411,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-05-26,402.5,468.75,400.0,14.651771442478188,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-05-27,414.8,468.75,400.0,15.239182870354277,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-05-28,415.68,468.75,400.0,15.196223726836562,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-05-29,424.0,468.75,400.0,15.195412540494734,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-06-01,420.1,468.75,400.0,15.438641913469997,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-06-02,433.89,468.75,400.0,15.549209817796495,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-06-03,426.42,468.75,400.0,15.616749326906668,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-06-04,408.2,468.75,400.0,15.821911860561332,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-06-05,403.0,455.5,400.0,15.528316267533265,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-06-08,393.02,450.51,400.0,15.366900454156601,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
2026-06-09,399.5,450.45,390.7,15.292055431448771,0,0,,0.0,-0.0001628173149027523,99983.71826850972,-0.10170912154938624
